Player ID,ID,Name,Earnings (Year),Earnings (Overall),,Year
14,Russian Federation 9pasha,Pavel Khvastunov,"$843,291.60","$1,727,185.13",48.82%,2018
15,Russian Federation RodjER,Vladimir Nikogosyan,"$840,891.60","$1,401,602.77",60.00%,2018
16,Denmark dev1ce,Nicolai Reedtz,"$730,050.00","$1,956,154.30",37.32%,2018
17,Denmark Xyp9x,Andreas Højsleth,"$729,950.00","$1,998,983.46",36.52%,2018
18,Denmark dupreeh,Peter Rasmussen,"$729,550.00","$2,164,164.40",33.71%,2018
19,Denmark gla1ve,Lukas Rossander,"$729,550.00","$1,871,967.40",38.97%,2018
20,Denmark Magisk,Emil Reif,"$727,800.00","$1,757,623.63",41.41%,2018
21,Ukraine Noone,Vladimir Minenko,"$683,291.60","$1,644,123.45",41.56%,2018
22,Bulgaria MinD_ContRoL,Ivan Ivanov,"$662,150.40","$4,677,559.74",14.16%,2018
23,Canada Arteezy,Artour Babaev,"$652,575.80","$2,615,717.71",24.95%,2018
24,Denmark Cr1t,Andreas Nielsen,"$648,575.80","$2,366,380.71",27.41%,2018
25,Germany KuroKy,Kuro Takhasomi,"$647,150.40","$5,288,547.73",12.24%,2018
26,Lebanon GH,Maroun Merhej,"$646,586.06","$4,286,854.27",15.08%,2018
27,Pakistan SumaiL,Sumail Hassan,"$646,175.80","$3,900,389.31",16.57%,2018
28,Finland Matumbaman,Lasse Urpalainen,"$646,150.40","$4,873,411.04",13.26%,2018
29,Jordan Miracle-,Amer Al-Barkawi,"$640,150.40","$4,885,085.26",13.10%,2018
30,Israel Fly,Tal Aizik,"$618,375.80","$2,742,498.46",22.55%,2018
31,Sweden s4,Gustav Magnusson,"$605,375.80","$2,749,353.74",22.02%,2018
32,United States Tfue,Turner Tenney,"$478,800.00","$692,800.01",69.11%,2018
33,Finland Serral,Joona Sotala,"$478,538.25","$1,228,632.53",38.95%,2018
34,"Korea, Republic of Duke","Lee, Ho Seong","$445,930.37","$954,620.62",46.71%,2018
35,China JackeyLove,"Yu, Wen Bo","$445,930.37","$769,718.28",57.93%,2018
36,"Korea, Republic of Rookie","Song, Eui Jin","$445,930.37","$642,901.03",69.36%,2018
37,China Ning,"Gao, Zhen Ning","$445,930.37","$581,607.87",76.67%,2018
38,China Baolan,"Wang, Liu Yi","$445,930.37","$563,235.82",79.17%,2018
39,"Korea, Republic of TheShy","Kang, Seung-lok","$433,768.37","$564,303.66",76.87%,2018
40,Estonia Puppey,Clement Ivanov,"$423,352.27","$4,222,572.80",10.03%,2018
41,Malaysia MidOne,"Zheng, Yeik Nai","$423,052.27","$1,829,763.44",23.12%,2018
42,Jordan YapzOr,Yazied Jaradat,"$419,356.27","$2,297,190.64",18.26%,2018
43,United States Cloakzy,Dennis Lepore,"$417,025.00","$464,666.66",89.75%,2018
44,United States Bizzle,Timothy Miller,"$379,275.00","$660,456.39",57.43%,2018
45,"Korea, Republic of Maru","Cho, Sung Choo","$370,117.05","$1,168,641.65",31.67%,2018
46,Germany FATA,Adrian Trinks,"$366,456.27","$1,410,877.28",25.97%,2018
47,Denmark Ace,Marcus Hoelgaard,"$366,456.27","$1,032,289.91",35.50%,2018
48,United States Poach,Jake Brumleve,"$343,850.00","$357,308.33",96.23%,2018
49,United States Nate Hill,Nate Hill,"$340,825.00","$459,116.61",74.23%,2018
50,Saudi Arabia MSdossary7,Aldossary Mossad,"$325,065.00","$640,320.63",50.77%,2018
51,Sweden Zai,Ludwig Wåhlberg,"$308,376.80","$3,735,937.69",8.25%,2018
52,Japan Gachikun,"Kanamori, Tsunehiro","$284,614.10","$326,582.68",87.15%,2018
53,Sweden Lekr0,Jonas Olofsson,"$279,850.00","$484,880.51",57.72%,2018
54,Sweden JW,Jesper Wecksell,"$277,016.67","$919,361.13",30.13%,2018
55,United States 72hrs,Thomas Mulligan,"$275,825.00","$331,283.33",83.26%,2018
56,Sweden flusha,Robin Rönnquist,"$274,166.67","$886,169.40",30.94%,2018
57,United States Stewie2k,Jakey Yip,"$272,550.00","$1,188,223.20",22.94%,2018
58,Sweden KRiMZ,Freddy Johansson,"$269,316.67","$953,761.90",28.24%,2018
59,"Taiwan, Republic of China tom60229","Chen, Wei Lin","$267,800.00","$461,477.87",58.03%,2018
60,Russian Federation electroNic,Denis Sharipov,"$261,950.00","$1,572,125.33",16.66%,2018
61,United States Vivid,Noah Wright,"$261,850.00","$464,541.67",56.37%,2018
62,Netherlands Mitr0,Dmitri Van de Vrie,"$258,264.47","$823,744.81",31.35%,2018
63,United States ppd,Peter Dager,"$251,480.80","$3,029,331.36",8.30%,2018
64,Sweden Golden,Maikil Selim,"$251,316.67","$461,342.48",54.48%,2018
65,United States tarik,Tarik Celik,"$250,150.00","$797,139.21",31.38%,2018
66,United States Morgausse,Austin Etue,"$244,000.00","$254,784.56",95.77%,2018
67,Israel 33,Neta Shapira,"$237,759.80","$2,328,604.30",10.21%,2018
68,Ukraine s1mple,Alexander Kostylev,"$237,000.00","$1,718,388.65",13.79%,2018
69,United States Chap,Ryan Chaplo,"$235,825.00","$352,916.67",66.82%,2018
70,United States Quinn,Quinn Callahan,"$234,880.80","$833,143.07",28.19%,2018
71,Russian Federation flamie,Egor Vasilyev,"$233,600.00","$873,540.83",26.74%,2018
72,China Paparazi,"Zhang, Chengjun","$233,171.16","$1,216,751.39",19.16%,2018
73,Ukraine Edward,Ioann Sukharev,"$232,000.00","$721,378.24",32.16%,2018
74,Ukraine Zeus,Daniil Teslenko,"$231,900.00","$792,585.87",29.26%,2018
75,"Korea, Republic of Rogue","Lee, Byung Ryul","$230,785.36","$1,074,615.88",21.48%,2018
76,Sweden Pajkatt,Per Anders Olsson-Lille,"$229,080.80","$334,585.27",68.47%,2018
77,China Ori,"Zeng, Jiaoyang","$228,471.16","$1,464,226.66",15.60%,2018
78,Ukraine Resolut1on,Roman Fominok,"$226,812.80","$2,062,483.45",11.00%,2018
79,Japan Tokido,"Hajime, Taniguchi","$225,598.00","$545,626.91",41.35%,2018
80,Netherlands Thijs,Thijs Molendijk,"$220,600.00","$527,264.66",41.84%,2018
81,Switzerland Kinstaar,Duong Huynh,"$215,007.79","$424,941.68",50.60%,2018
82,Canada Twistzz,Russel Van Dulken,"$211,500.00","$1,528,593.10",13.84%,2018
83,China Fenrir,"Lu, Chao","$210,415.08","$1,406,042.25",14.97%,2018
84,China eLeVeN,Ren Yangwei,"$208,630.48","$1,568,475.37",13.30%,2018
85,Singapore iceiceice,"Koh, Daryl Pei Xiang","$208,196.60","$1,806,855.42",11.52%,2018
86,Thailand Jabz,Anucha Jirawong,"$208,196.60","$818,056.55",25.45%,2018
87,Philippines ninjaboogie,Michael Ross,"$207,872.26","$475,429.22",43.72%,2018
88,China LaNm,"Zhang, Zhicheng","$206,594.60","$1,529,400.71",13.51%,2018
89,United States MSS,Arif Anwar,"$204,812.80","$723,577.98",28.31%,2018
90,China xiaohu,"Li, Yuan Hao","$204,744.74","$713,935.51",28.68%,2018
91,China Ming,"Shi, Sen Ming","$204,744.74","$579,975.43",35.30%,2018
92,"Taiwan, Republic of China Karsa","Hung, Hau Hsuan","$204,744.74","$575,459.59",35.58%,2018
93,Malaysia Moon,Kam Boon Seng,"$204,690.45","$544,992.44",37.56%,2018
94,United States SVG,Avery Silverman,"$204,312.80","$494,852.80",41.29%,2018
95,United States nitr0,Nicholas Cannella,"$204,200.00","$1,102,508.13",18.52%,2018
96,United States ELiGE,Jonathan Jablonowski,"$203,500.00","$1,167,062.82",17.44%,2018
97,Denmark Caps,Rasmus Winther,"$203,296.88","$586,680.84",34.65%,2018
98,France sOAZ,Paul Boyer,"$203,296.88","$422,314.88",48.14%,2018
99,Bulgaria Hylissang,Zdravec Gulubov,"$203,296.88","$389,605.22",52.18%,2018
100,Belgium Bwipo,Gabriël Rau,"$203,296.88","$340,853.32",59.64%,2018
1,Germany KuroKy,Kuro Takhasomi,"$2,436,772.40","$5,288,547.73",46.08%,2017
2,Jordan Miracle-,Amer Al-Barkawi,"$2,421,583.03","$4,885,085.26",49.57%,2017
3,Bulgaria MinD_ContRoL,Ivan Ivanov,"$2,421,272.40","$4,677,559.74",51.76%,2017
4,Lebanon GH,Maroun Merhej,"$2,420,658.78","$4,286,854.27",56.47%,2017
5,Finland Matumbaman,Lasse Urpalainen,"$2,416,772.40","$4,873,411.04",49.59%,2017
6,Australia kpii,Damien Chok,"$947,605.69","$1,859,467.57",50.96%,2017
7,China KaKa,"Hu, Liangzhi","$945,805.69","$2,448,664.19",38.63%,2017
8,China Faith,"Zeng, Hongda","$945,805.69","$1,764,520.75",53.60%,2017
9,China Sccc,"Song, Chun","$945,805.69","$1,286,950.54",73.49%,2017
10,China Moogy,Xu Han,"$945,805.69","$1,221,917.10",77.40%,2017
11,China Super,"Xie, Junhao","$556,623.34","$1,764,310.33",31.55%,2017
12,China Monet,"Du, Peng","$556,323.34","$1,340,215.58",41.51%,2017
13,Macao DDC,"Liang, Fa Ming","$556,230.54","$1,345,435.47",41.34%,2017
14,China Inflame,"He, Yongzheng","$554,487.54","$601,854.15",92.13%,2017
15,Malaysia Ah-fu,"Chuan, Tue Soon","$550,412.87","$826,851.35",66.57%,2017
16,Russian Federation RAMZES666,Roman Kushnarev,"$523,615.14","$1,848,752.48",28.32%,2017
17,Russian Federation 9pasha,Pavel Khvastunov,"$503,156.81","$1,727,185.13",29.13%,2017
18,Ukraine Noone,Vladimir Minenko,"$497,956.81","$1,644,123.45",30.29%,2017
19,Ukraine Lil,Ilya Ilyuk,"$496,756.81","$928,426.85",53.51%,2017
20,Russian Federation Solo,Aleksey Berezin,"$473,156.81","$1,819,884.21",26.00%,2017
21,Sweden s4,Gustav Magnusson,"$422,042.40","$2,749,353.74",15.35%,2017
22,China eLeVeN,Ren Yangwei,"$402,666.57","$1,568,475.37",25.67%,2017
23,Denmark N0tail,Johan Sundstein,"$402,042.40","$7,184,163.05",5.60%,2017
24,Finland JerAx,Jesse Vainikka,"$402,042.40","$6,486,948.78",6.20%,2017
25,Israel Fly,Tal Aizik,"$402,042.40","$2,742,498.46",14.66%,2017
26,China Ame,"Wang, Chunyu","$392,314.75","$3,912,904.27",10.03%,2017
27,China Somnus,"Lu, Yao","$392,314.75","$3,272,151.12",11.99%,2017
28,China Yao,"Yao, Zhengzheng","$392,314.75","$1,192,081.08",32.91%,2017
29,China Victoria,"Chen, Guanhong","$378,114.75","$478,721.50",78.98%,2017
30,"Korea, Republic of TY","Jun, Tae Yang","$374,008.54","$706,118.78",52.97%,2017
31,Australia ana,Anathan Pham,"$364,942.40","$6,024,411.96",6.06%,2017
32,China BoBoKa,"Ye, Zhibiao","$364,141.33","$1,019,346.95",35.72%,2017
33,China Q,"Fu, Bin","$344,141.33","$1,081,544.74",31.82%,2017
34,China Xxs,Lin Jing,"$344,141.33","$999,266.42",34.44%,2017
35,China Op,Ou Peng,"$344,141.33","$376,826.22",91.33%,2017
36,China BurNIng,"Xu, Zhilei","$336,750.40","$896,625.35",37.56%,2017
37,"Korea, Republic of Crown","Lee, Min Ho","$322,780.29","$483,747.81",66.72%,2017
38,"Korea, Republic of Rogue","Lee, Byung Ryul","$321,146.35","$1,074,615.88",29.88%,2017
39,"Korea, Republic of Ruler","Park, Jae-hyuk","$318,301.74","$725,392.60",43.88%,2017
40,"Korea, Republic of CoreJJ","Jo, Yong In","$318,301.74","$671,873.25",47.38%,2017
41,"Korea, Republic of Ambition","Kang, Chan Yong","$318,301.74","$553,234.20",57.53%,2017
42,"Korea, Republic of CuVee","Lee, Seong Jin","$318,301.74","$488,379.08",65.18%,2017
43,"Korea, Republic of Haru","Kang, Min Seung","$316,301.74","$352,776.52",89.66%,2017
44,Brazil FalleN,Gabriel Toledo,"$311,554.88","$1,164,090.03",26.76%,2017
45,Brazil TACO,Epitácio de Melo,"$311,554.88","$1,095,886.48",28.43%,2017
46,Brazil fer,Fernando Alvarenga,"$311,554.88","$1,078,891.52",28.88%,2017
47,Brazil coldzera,Marcelo David,"$311,554.88","$1,046,101.46",29.78%,2017
48,Norway rain,Håvard Nygaard,"$304,107.14","$1,423,516.24",21.36%,2017
49,Bosnia and Herzegovina NiKo,Nikola Kovač,"$301,857.14","$1,185,391.80",25.46%,2017
50,Denmark karrigan,Finn Andersen,"$301,607.14","$1,662,902.62",18.14%,2017
51,United States FormaL,Matthew Piper,"$294,550.00","$1,095,682.18",26.88%,2017
52,France kennyS,Kenny Schrub,"$292,500.00","$738,371.82",39.61%,2017
53,Denmark dupreeh,Peter Rasmussen,"$291,933.33","$2,164,164.40",13.49%,2017
54,Denmark Xyp9x,Andreas Højsleth,"$291,933.33","$1,998,983.46",14.60%,2017
55,Denmark gla1ve,Lukas Rossander,"$291,933.33","$1,871,967.40",15.60%,2017
56,Denmark Kjaerbye,Markus Kjærbye,"$291,933.33","$623,296.93",46.84%,2017
57,Philippines Kuku,Kuku Palad,"$288,279.60","$1,017,061.30",28.34%,2017
58,Philippines Tims,Timothy Randrup,"$288,279.60","$969,632.55",29.73%,2017
59,Philippines Raven,Marc Polo Luis Fausto,"$288,279.60","$880,359.42",32.75%,2017
60,Philippines SamH,Samson Solomon Enojosa Hidalgo,"$288,279.60","$500,185.83",57.63%,2017
61,France apEX,Dan Madesclaire,"$285,000.00","$1,181,580.53",24.12%,2017
62,France NBK,Nathan Schmitt,"$282,500.00","$853,730.23",33.09%,2017
63,"Korea, Republic of Peanut","Han, Wang Ho","$278,533.58","$605,496.37",46.00%,2017
64,China XHope,"-, -","$275,541.34","$294,845.18",93.45%,2017
65,"Korea, Republic of Faker","Lee, Sang Hyeok","$271,894.37","$1,470,490.14",18.49%,2017
66,"Korea, Republic of Bang","Bae, Jun Sik","$271,894.37","$915,846.20",29.69%,2017
67,"Korea, Republic of Wolf","Lee, Jae Wan","$271,894.37","$913,084.70",29.78%,2017
68,"Korea, Republic of Huni","Heo, Seung Hoon","$270,351.03","$357,699.25",75.58%,2017
69,United States C6,Ian Porter,"$269,500.00","$1,417,092.80",19.02%,2017
70,United States Scump,Seth Abner,"$269,500.00","$1,186,505.35",22.71%,2017
71,Canada Karma,Damon Barlow,"$269,500.00","$833,962.25",32.32%,2017
72,Sweden olofmeister,Olof Kajbjer,"$264,300.00","$919,055.42",28.76%,2017
73,Estonia Puppey,Clement Ivanov,"$262,463.80","$4,222,572.80",6.22%,2017
74,Denmark dev1ce,Nicolai Reedtz,"$261,933.33","$1,956,154.30",13.39%,2017
75,Malaysia MidOne,"Zheng, Yeik Nai","$260,063.80","$1,829,763.44",14.21%,2017
76,Slovakia GuardiaN,Ladislav Kovács,"$254,650.00","$808,638.18",31.49%,2017
77,Dominican Republic MenaRD,Saul Leonardo Mena Segundo,"$254,417.92","$273,734.97",92.94%,2017
78,Pakistan SumaiL,Sumail Hassan,"$250,795.00","$3,900,389.31",6.43%,2017
79,United Kingdom HugeGorilla,Spencer Ealing,"$250,000.00","$377,025.41",66.31%,2017
80,Jordan YapzOr,Yazied Jaradat,"$246,963.80","$2,297,190.64",10.75%,2017
81,Canada Arteezy,Artour Babaev,"$234,295.00","$2,615,717.71",8.96%,2017
82,Denmark Ace,Marcus Hoelgaard,"$233,412.85","$1,032,289.91",22.61%,2017
83,Denmark Cr1t,Andreas Nielsen,"$232,795.00","$2,366,380.71",9.84%,2017
84,United States UNiVeRsE,Saahil Arora,"$229,795.00","$3,057,237.67",7.52%,2017
85,Netherlands Bono Huis,Bono Huis,"$228,000.00","$340,303.56",67.00%,2017
86,Ukraine Resolut1on,Roman Fominok,"$218,239.60","$2,062,483.45",10.58%,2017
87,Sweden Zai,Ludwig Wåhlberg,"$214,420.61","$3,735,937.69",5.74%,2017
88,France Happy,Vincent Schopenhauer,"$210,053.72","$496,973.56",42.27%,2017
89,France SIXER,Christophe Xia,"$208,803.72","$300,470.75",69.49%,2017
90,Brazil GuiFera,Guilherme Fonseca,"$206,000.00","$237,251.21",86.83%,2017
91,United States Punk,Victor Woodley,"$205,451.00","$357,087.74",57.54%,2017
92,United States Dragon,Ryan Walker,"$203,954.73","$275,769.97",73.96%,2017
93,Brazil boltz,Ricardo Prass,"$193,361.11","$413,658.17",46.74%,2017
94,"Korea, Republic of soO","Eu, Yoon Su","$191,924.90","$641,169.31",29.93%,2017
95,Germany FATA,Adrian Trinks,"$187,088.00","$1,410,877.28",13.26%,2017
96,United States SonicFox,Dominique Mclean,"$184,820.53","$708,185.04",26.10%,2017
97,Belarus Clawz,Nikita Marchinsky,"$183,500.00","$297,168.82",61.75%,2017
98,Philippines ryOyr,Ryo Hasegawa,"$178,500.00","$254,448.28",70.15%,2017
99,Poland neo,Filip Kubski,"$178,364.88","$762,311.73",23.40%,2017
100,Poland TaZ,Wiktor Wojtas,"$178,364.88","$745,199.02",23.94%,2017
1,China Faith_bian,"Zhang, Ruida","$1,923,676.32","$3,847,426.86",50.00%,2016
2,China y`,"Zhang, Yiping","$1,923,676.32","$3,783,587.28",50.84%,2016
3,China iceice,"Li, Peng","$1,923,676.32","$2,002,159.51",96.08%,2016
4,China Shadow,Chu Zeyu,"$1,923,676.32","$1,982,225.70",97.05%,2016
5,China bLink,Zhou Yang,"$1,923,676.32","$1,960,956.47",98.10%,2016
6,Romania w33,Aliwi Omar,"$982,899.00","$2,294,075.43",42.85%,2016
7,Denmark MiSeRy,Rasmus Fillipsen,"$982,899.00","$1,503,371.67",65.38%,2016
8,Ukraine Resolut1on,Roman Fominok,"$759,557.82","$2,062,483.45",36.83%,2016
9,North Macedonia Saksa,Martin Sazdov,"$758,973.40","$3,075,808.45",24.68%,2016
10,United States Moo,David Hull,"$719,142.60","$880,363.53",81.69%,2016
11,Pakistan SumaiL,Sumail Hassan,"$658,860.80","$3,900,389.31",16.89%,2016
12,United States UNiVeRsE,Saahil Arora,"$654,797.00","$3,057,237.67",21.42%,2016
13,Denmark N0tail,Johan Sundstein,"$583,028.80","$7,184,163.05",8.12%,2016
14,Israel Fly,Tal Aizik,"$583,028.80","$2,742,498.46",21.26%,2016
15,United States ppd,Peter Dager,"$557,969.60","$3,029,331.36",18.42%,2016
16,United States Fear,Clinton Loomis,"$557,969.60","$2,564,313.19",21.76%,2016
17,Finland JerAx,Jesse Vainikka,"$555,163.20","$6,486,948.78",8.56%,2016
18,Sweden Zai,Ludwig Wåhlberg,"$540,070.80","$3,735,937.69",14.46%,2016
19,Denmark Cr1t,Andreas Nielsen,"$471,170.00","$2,366,380.71",19.91%,2016
20,Canada MoonMeander,David Tan,"$427,126.60","$1,103,701.61",38.70%,2016
21,"Korea, Republic of Duke","Lee, Ho Seong","$422,755.33","$954,620.62",44.29%,2016
22,"Korea, Republic of Bang","Bae, Jun Sik","$420,169.33","$915,846.20",45.88%,2016
23,"Korea, Republic of Wolf","Lee, Jae Wan","$420,169.33","$913,084.70",46.02%,2016
24,"Korea, Republic of Faker","Lee, Sang Hyeok","$418,365.33","$1,470,490.14",28.45%,2016
25,"Korea, Republic of Blank","Kang, Sun Gu","$418,365.33","$559,518.75",74.77%,2016
26,Malaysia MidOne,"Zheng, Yeik Nai","$411,258.20","$1,829,763.44",22.48%,2016
27,Philippines DJ,Djardel Jicko Mampusti,"$404,708.20","$1,083,125.12",37.36%,2016
28,Malaysia Ohaiyo,"Chong, Xin Khoo","$392,328.20","$585,946.52",66.96%,2016
29,Jordan Miracle-,Amer Al-Barkawi,"$390,678.80","$4,885,085.26",8.00%,2016
30,Malaysia Mushi,"Chai, Yee Fung","$384,828.20","$1,028,588.67",37.41%,2016
31,Brazil FalleN,Gabriel Toledo,"$368,494.79","$1,164,090.03",31.66%,2016
32,Brazil coldzera,Marcelo David,"$366,194.79","$1,046,101.46",35.01%,2016
33,Brazil TACO,Epitácio de Melo,"$365,794.79","$1,095,886.48",33.38%,2016
34,Brazil fer,Fernando Alvarenga,"$365,794.79","$1,078,891.52",33.90%,2016
35,Germany KuroKy,Kuro Takhasomi,"$362,813.20","$5,288,547.73",6.86%,2016
36,Finland Matumbaman,Lasse Urpalainen,"$362,813.20","$4,873,411.04",7.44%,2016
37,Bulgaria MinD_ContRoL,Ivan Ivanov,"$362,813.20","$4,677,559.74",7.76%,2016
38,"Korea, Republic of Bengi","Bae, Seong Ung","$358,365.33","$810,683.00",44.21%,2016
39,Brazil fnx,Lincoln Lau,"$353,194.79","$433,315.18",81.51%,2016
40,"Korea, Republic of MP","Pyo, Noah","$351,489.65","$591,176.77",59.46%,2016
41,Malaysia 343,Adam Erwann Shah bin Akhtar Hussein,"$349,748.80","$392,825.70",89.03%,2016
42,"Korea, Republic of Forev","Lee, Sang Don","$349,739.65","$541,537.11",64.58%,2016
43,"Korea, Republic of DuBu","Kim, Doo-young","$347,826.09","$817,849.65",42.53%,2016
44,"Korea, Republic of QO","Kim, Sunyeob","$347,826.09","$591,322.79",58.82%,2016
45,"Korea, Republic of Febby","Kim, Yong Min","$347,239.65","$616,244.35",56.35%,2016
46,Germany FATA,Adrian Trinks,"$342,413.20","$1,410,877.28",24.27%,2016
47,Sweden s4,Gustav Magnusson,"$342,280.00","$2,749,353.74",12.45%,2016
48,China KaKa,"Hu, Liangzhi","$314,961.00","$2,448,664.19",12.86%,2016
49,"Korea, Republic of ByuN","Byun, Hyun Woo","$304,611.36","$536,301.72",56.80%,2016
50,Canada EternaLEnVy,Jacky Mao,"$299,779.00","$992,684.79",30.20%,2016
51,Sweden pieliedie,Johan Åström,"$295,794.92","$994,746.71",29.74%,2016
52,United States Lethul,Tony Campbell,"$295,750.00","$744,240.00",39.74%,2016
53,United States Frosty,Bradley Bergstrom,"$293,500.00","$781,215.00",37.57%,2016
54,United States SnakeBite,Paul Duarte,"$293,500.00","$760,440.00",38.60%,2016
55,Canada Royal 2,Mathew Fiorante,"$293,500.00","$731,302.50",40.13%,2016
56,Estonia Puppey,Clement Ivanov,"$289,679.00","$4,222,572.80",6.86%,2016
57,Australia kpii,Damien Chok,"$272,479.36","$1,859,467.57",14.65%,2016
58,Russian Federation Pavel,Pavel Beltiukov,"$269,607.18","$348,648.00",77.33%,2016
59,China eLeVeN,Ren Yangwei,"$257,997.70","$1,568,475.37",16.45%,2016
60,China LaNm,"Zhang, Zhicheng","$257,997.70","$1,529,400.71",16.87%,2016
61,China oldchicken,"Zhiyong, Wang","$257,997.70","$567,040.77",45.50%,2016
62,United States NuckleDu,Du Cong Dang,"$254,711.15","$334,546.97",76.14%,2016
63,Canada Arteezy,Artour Babaev,"$248,387.80","$2,615,717.71",9.50%,2016
64,Australia ana,Anathan Pham,"$239,797.18","$6,024,411.96",3.98%,2016
65,United States John,Johnathan Perez,"$231,707.50","$555,499.59",41.71%,2016
66,United States Slasher,Austin Liddicoat,"$230,332.50","$930,333.40",24.76%,2016
67,United States JKap,Jordan Kaplan,"$230,332.50","$714,188.81",32.25%,2016
68,United States Apathy,Bryan Zhelyazkov,"$228,332.50","$604,618.93",37.76%,2016
69,Singapore iceiceice,"Koh, Daryl Pei Xiang","$216,242.50","$1,806,855.42",11.97%,2016
70,China Fenrir,"Lu, Chao","$208,500.95","$1,406,042.25",14.83%,2016
71,Ukraine DrHippi,Artem Kravets',"$195,166.67","$210,416.67",92.75%,2016
72,United States SonicFox,Dominique Mclean,"$192,326.50","$708,185.04",27.16%,2016
73,China Hao,"Chen, Zhihao","$190,900.80","$1,761,646.83",10.84%,2016
74,China Mu,"Zhang, Pan","$190,900.80","$1,390,711.71",13.73%,2016
75,Malaysia ChuaN,"Wong, Hock Chuan","$190,900.80","$741,416.26",25.75%,2016
76,Poland neo,Filip Kubski,"$190,277.64","$762,311.73",24.96%,2016
77,"Korea, Republic of Dark","Park, Ryung Woo","$189,748.16","$990,894.92",19.15%,2016
78,Poland TaZ,Wiktor Wojtas,"$187,977.64","$745,199.02",25.23%,2016
79,Poland pashaBiceps,Jarosław Jarząbkowski,"$186,777.64","$625,065.15",29.88%,2016
80,Poland snax,Janusz Pogorzelski,"$185,777.64","$675,810.79",27.49%,2016
81,Poland byali,Paweł Bieliński,"$185,777.64","$582,489.51",31.89%,2016
82,China Somnus,"Lu, Yao","$173,208.63","$3,272,151.12",5.29%,2016
83,United States Rush,Will Wierzba,"$170,983.33","$634,476.87",26.95%,2016
84,Canada stanislaw,Peter Jarguz,"$168,633.33","$510,120.72",33.06%,2016
85,Denmark dupreeh,Peter Rasmussen,"$163,190.43","$2,164,164.40",7.54%,2016
86,Denmark Xyp9x,Andreas Højsleth,"$163,190.43","$1,998,983.46",8.16%,2016
87,Denmark dev1ce,Nicolai Reedtz,"$163,190.43","$1,956,154.30",8.34%,2016
88,China xiao8,"Zhang, Ning","$162,332.23","$1,877,434.96",8.65%,2016
89,Canada NAF,Keith Markovic,"$160,483.33","$1,217,282.06",13.18%,2016
90,United States tarik,Tarik Celik,"$155,591.67","$797,139.21",19.52%,2016
91,Spain mixwell,Oscar Cañellas Colocho,"$151,339.97","$325,177.35",46.54%,2016
92,Denmark cajunb,Renè Borg,"$147,920.46","$422,398.82",35.02%,2016
93,Sweden flusha,Robin Rönnquist,"$147,522.20","$886,169.40",16.65%,2016
94,Denmark Kjaerbye,Markus Kjærbye,"$145,554.20","$623,296.93",23.35%,2016
95,Russian Federation seized,Denis Kostin,"$145,133.33","$347,207.30",41.80%,2016
96,Russian Federation flamie,Egor Vasilyev,"$143,883.33","$873,540.83",16.47%,2016
97,China MMY!,"Lei, Zengrong","$143,790.75","$1,112,600.81",12.92%,2016
98,Slovakia GuardiaN,Ladislav Kovács,"$142,633.33","$808,638.18",17.64%,2016
99,Ukraine Edward,Ioann Sukharev,"$142,633.33","$721,378.24",19.77%,2016
100,United States Cratos,Carlos Ayala,"$142,525.00","$157,025.00",90.77%,2016
1,Pakistan SumaiL,Sumail Hassan,"$1,730,083.34","$3,900,389.31",44.36%,2015
2,United States UNiVeRsE,Saahil Arora,"$1,730,083.34","$3,057,237.67",56.59%,2015
3,United States ppd,Peter Dager,"$1,730,083.34","$3,029,331.36",57.11%,2015
4,United States Fear,Clinton Loomis,"$1,730,083.34","$2,564,313.19",67.47%,2015
5,Canada Aui_2000,Kurtis Ling,"$1,641,751.74","$2,008,582.54",81.74%,2015
6,China Q,"Fu, Bin","$651,447.48","$1,081,544.74",60.23%,2015
7,China Agressif,"Sun, Zheng","$651,447.48","$871,452.21",74.75%,2015
8,China garder,"Liu, Xinzhou","$651,447.48","$705,536.20",92.33%,2015
9,China Xz,"Chen, Zezhi","$644,599.28","$692,327.42",93.11%,2015
10,China Shiki,"Huang, Jiwei","$644,599.28","$653,514.33",98.64%,2015
11,China Sylar,"Liu, Jiajun","$597,319.63","$1,227,612.19",48.66%,2015
12,China MMY!,"Lei, Zengrong","$597,319.63","$1,112,600.81",53.69%,2015
13,China Somnus,"Lu, Yao","$581,882.72","$3,272,151.12",17.78%,2015
14,China xiao8,"Zhang, Ning","$560,409.39","$1,877,434.96",29.85%,2015
15,China Yao,"Yao, Zhengzheng","$532,526.43","$1,192,081.08",44.67%,2015
16,China fy,"Xu, Linsen","$499,214.36","$3,064,366.38",16.29%,2015
17,Singapore iceiceice,"Koh, Daryl Pei Xiang","$499,214.36","$1,806,855.42",27.63%,2015
18,China Super,"Xie, Junhao","$499,214.36","$1,764,310.33",28.30%,2015
19,China Fenrir,"Lu, Chao","$499,214.36","$1,406,042.25",35.50%,2015
20,Estonia Puppey,Clement Ivanov,"$445,455.22","$4,222,572.80",10.55%,2015
21,Sweden s4,Gustav Magnusson,"$392,417.86","$2,749,353.74",14.27%,2015
22,Canada Arteezy,Artour Babaev,"$389,362.42","$2,615,717.71",14.89%,2015
23,China Hao,"Chen, Zhihao","$383,286.26","$1,761,646.83",21.76%,2015
24,China LaNm,"Zhang, Zhicheng","$359,832.85","$1,529,400.71",23.53%,2015
